intervalNumber	intervalChrom	intervalStart	intervalEnd
300387	chr8	110560001	110570000
300388	chr8	110565001	110575000
300389	chr8	110570001	110580000
300390	chr8	110575001	110585000
300391	chr8	110580001	110590000
300392	chr8	110585001	110595000
300393	chr8	110590001	110600000
300394	chr8	110595001	110605000
300395	chr8	110600001	110610000
300396	chr8	110605001	110615000
300397	chr8	110610001	110620000
300398	chr8	110615001	110625000
300399	chr8	110620001	110630000
300400	chr8	110625001	110635000
300401	chr8	110630001	110640000
300402	chr8	110635001	110645000
300403	chr8	110640001	110650000
300404	chr8	110645001	110655000
300405	chr8	110650001	110660000
300406	chr8	110655001	110665000
300407	chr8	110660001	110670000
300408	chr8	110665001	110675000
300409	chr8	110670001	110680000
300410	chr8	110675001	110685000
300411	chr8	110680001	110690000
300412	chr8	110685001	110695000
300413	chr8	110690001	110700000
300414	chr8	110695001	110705000
300415	chr8	110700001	110710000
300416	chr8	110705001	110715000
300417	chr8	110710001	110720000
300418	chr8	110715001	110725000
300419	chr8	110720001	110730000
300420	chr8	110725001	110735000
300421	chr8	110730001	110740000
300422	chr8	110735001	110745000
300423	chr8	110740001	110750000
300424	chr8	110745001	110755000
300425	chr8	110750001	110760000
300426	chr8	110755001	110765000
300427	chr8	110760001	110770000
300428	chr8	110765001	110775000
300429	chr8	110770001	110780000
300430	chr8	110775001	110785000
300431	chr8	110780001	110790000
300432	chr8	110785001	110795000
300433	chr8	110790001	110800000
300434	chr8	110795001	110805000
300435	chr8	110800001	110810000
300436	chr8	110805001	110815000
300437	chr8	110810001	110820000
300438	chr8	110815001	110825000
300439	chr8	110820001	110830000
300440	chr8	110825001	110835000
300441	chr8	110830001	110840000
300442	chr8	110835001	110845000
300443	chr8	110840001	110850000
300444	chr8	110845001	110855000
300445	chr8	110850001	110860000
300446	chr8	110855001	110865000
300447	chr8	110860001	110870000
300448	chr8	110865001	110875000
300449	chr8	110870001	110880000
300450	chr8	110875001	110885000
300451	chr8	110880001	110890000
300452	chr8	110885001	110895000
300453	chr8	110890001	110900000
300454	chr8	110895001	110905000
300455	chr8	110900001	110910000
300456	chr8	110905001	110915000
300457	chr8	110910001	110920000
300458	chr8	110915001	110925000
300459	chr8	110920001	110930000
300460	chr8	110925001	110935000
300461	chr8	110930001	110940000
300462	chr8	110935001	110945000
300463	chr8	110940001	110950000
300464	chr8	110945001	110955000
300465	chr8	110950001	110960000
300466	chr8	110955001	110965000
300467	chr8	110960001	110970000
300468	chr8	110965001	110975000
300469	chr8	110970001	110980000
300470	chr8	110975001	110985000
300471	chr8	110980001	110990000
300472	chr8	110985001	110995000
300473	chr8	110990001	111000000
300474	chr8	110995001	111005000
300475	chr8	111000001	111010000
300476	chr8	111005001	111015000
300477	chr8	111010001	111020000
300478	chr8	111015001	111025000
300479	chr8	111020001	111030000
300480	chr8	111025001	111035000
300481	chr8	111030001	111040000
300482	chr8	111035001	111045000
300483	chr8	111040001	111050000
300484	chr8	111045001	111055000
300485	chr8	111050001	111060000
300486	chr8	111055001	111065000
300487	chr8	111060001	111070000
300488	chr8	111065001	111075000
300489	chr8	111070001	111080000
300490	chr8	111075001	111085000
300491	chr8	111080001	111090000
300492	chr8	111085001	111095000
300493	chr8	111090001	111100000
300494	chr8	111095001	111105000
300495	chr8	111100001	111110000
300496	chr8	111105001	111115000
300497	chr8	111110001	111120000
300498	chr8	111115001	111125000
300499	chr8	111120001	111130000
300500	chr8	111125001	111135000
300501	chr8	111130001	111140000
300502	chr8	111135001	111145000
300503	chr8	111140001	111150000
300504	chr8	111145001	111155000
300505	chr8	111150001	111160000
300506	chr8	111155001	111165000
300507	chr8	111160001	111170000
300508	chr8	111165001	111175000
300509	chr8	111170001	111180000
300510	chr8	111175001	111185000
300511	chr8	111180001	111190000
300512	chr8	111185001	111195000
300513	chr8	111190001	111200000
300514	chr8	111195001	111205000
300515	chr8	111200001	111210000
300516	chr8	111205001	111215000
300517	chr8	111210001	111220000
300518	chr8	111215001	111225000
300519	chr8	111220001	111230000
300520	chr8	111225001	111235000
300521	chr8	111230001	111240000
300522	chr8	111235001	111245000
300523	chr8	111240001	111250000
300524	chr8	111245001	111255000
300525	chr8	111250001	111260000
300526	chr8	111255001	111265000
300527	chr8	111260001	111270000
300528	chr8	111265001	111275000
300529	chr8	111270001	111280000
300530	chr8	111275001	111285000
300531	chr8	111280001	111290000
300532	chr8	111285001	111295000
300533	chr8	111290001	111300000
300534	chr8	111295001	111305000
300535	chr8	111300001	111310000
300536	chr8	111305001	111315000
300537	chr8	111310001	111320000
300538	chr8	111315001	111325000
300539	chr8	111320001	111330000
300540	chr8	111325001	111335000
300541	chr8	111330001	111340000
300542	chr8	111335001	111345000
300543	chr8	111340001	111350000
300544	chr8	111345001	111355000
300545	chr8	111350001	111360000
300546	chr8	111355001	111365000
300547	chr8	111360001	111370000
300548	chr8	111365001	111375000
300549	chr8	111370001	111380000
300550	chr8	111375001	111385000
300551	chr8	111380001	111390000
300552	chr8	111385001	111395000
300553	chr8	111390001	111400000
300554	chr8	111395001	111405000
300555	chr8	111400001	111410000
300556	chr8	111405001	111415000
300557	chr8	111410001	111420000
300558	chr8	111415001	111425000
300559	chr8	111420001	111430000
300560	chr8	111425001	111435000
300561	chr8	111430001	111440000
300562	chr8	111435001	111445000
300563	chr8	111440001	111450000
300564	chr8	111445001	111455000
300565	chr8	111450001	111460000
300566	chr8	111455001	111465000
300567	chr8	111460001	111470000
300568	chr8	111465001	111475000
300569	chr8	111470001	111480000
300570	chr8	111475001	111485000
300571	chr8	111480001	111490000
300572	chr8	111485001	111495000
300573	chr8	111490001	111500000
300574	chr8	111495001	111505000
300575	chr8	111500001	111510000
300576	chr8	111505001	111515000
300577	chr8	111510001	111520000
300578	chr8	111515001	111525000
300579	chr8	111520001	111530000
300580	chr8	111525001	111535000
300581	chr8	111530001	111540000
300582	chr8	111535001	111545000
300583	chr8	111540001	111550000
300584	chr8	111545001	111555000
300585	chr8	111550001	111560000
300586	chr8	111555001	111565000
300587	chr8	111560001	111570000
300588	chr8	111565001	111575000
300589	chr8	111570001	111580000
300590	chr8	111575001	111585000
300591	chr8	111580001	111590000
300592	chr8	111585001	111595000
300593	chr8	111590001	111600000
300594	chr8	111595001	111605000
300595	chr8	111600001	111610000
300596	chr8	111605001	111615000
300597	chr8	111610001	111620000
300598	chr8	111615001	111625000
300599	chr8	111620001	111630000
300600	chr8	111625001	111635000
300601	chr8	111630001	111640000
300602	chr8	111635001	111645000
300603	chr8	111640001	111650000
300604	chr8	111645001	111655000
300605	chr8	111650001	111660000
300606	chr8	111655001	111665000
300607	chr8	111660001	111670000
300608	chr8	111665001	111675000
300609	chr8	111670001	111680000
300610	chr8	111675001	111685000
300611	chr8	111680001	111690000
300612	chr8	111685001	111695000
300613	chr8	111690001	111700000
300614	chr8	111695001	111705000
300615	chr8	111700001	111710000
300616	chr8	111705001	111715000
300617	chr8	111710001	111720000
300618	chr8	111715001	111725000
300619	chr8	111720001	111730000
300620	chr8	111725001	111735000
300621	chr8	111730001	111740000
300622	chr8	111735001	111745000
300623	chr8	111740001	111750000
300624	chr8	111745001	111755000
300625	chr8	111750001	111760000
300626	chr8	111755001	111765000
300627	chr8	111760001	111770000
300628	chr8	111765001	111775000
300629	chr8	111770001	111780000
300630	chr8	111775001	111785000
300631	chr8	111780001	111790000
300632	chr8	111785001	111795000
300633	chr8	111790001	111800000
300634	chr8	111795001	111805000
300635	chr8	111800001	111810000
300636	chr8	111805001	111815000
300637	chr8	111810001	111820000
300638	chr8	111815001	111825000
300639	chr8	111820001	111830000
300640	chr8	111825001	111835000
300641	chr8	111830001	111840000
300642	chr8	111835001	111845000
300643	chr8	111840001	111850000
300644	chr8	111845001	111855000
300645	chr8	111850001	111860000
300646	chr8	111855001	111865000
300647	chr8	111860001	111870000
300648	chr8	111865001	111875000
300649	chr8	111870001	111880000
300650	chr8	111875001	111885000
300651	chr8	111880001	111890000
300652	chr8	111885001	111895000
300653	chr8	111890001	111900000
300654	chr8	111895001	111905000
300655	chr8	111900001	111910000
300656	chr8	111905001	111915000
300657	chr8	111910001	111920000
300658	chr8	111915001	111925000
300659	chr8	111920001	111930000
300660	chr8	111925001	111935000
300661	chr8	111930001	111940000
300662	chr8	111935001	111945000
300663	chr8	111940001	111950000
300664	chr8	111945001	111955000
300665	chr8	111950001	111960000
300666	chr8	111955001	111965000
300667	chr8	111960001	111970000
300668	chr8	111965001	111975000
300669	chr8	111970001	111980000
300670	chr8	111975001	111985000
300671	chr8	111980001	111990000
300672	chr8	111985001	111995000
300673	chr8	111990001	112000000
300674	chr8	111995001	112005000
300675	chr8	112000001	112010000
300676	chr8	112005001	112015000
300677	chr8	112010001	112020000
300678	chr8	112015001	112025000
300679	chr8	112020001	112030000
300680	chr8	112025001	112035000
300681	chr8	112030001	112040000
300682	chr8	112035001	112045000
300683	chr8	112040001	112050000
300684	chr8	112045001	112055000
300685	chr8	112050001	112060000
300686	chr8	112055001	112065000
300687	chr8	112060001	112070000
300688	chr8	112065001	112075000
300689	chr8	112070001	112080000
300690	chr8	112075001	112085000
300691	chr8	112080001	112090000
300692	chr8	112085001	112095000
300693	chr8	112090001	112100000
300694	chr8	112095001	112105000
300695	chr8	112100001	112110000
300696	chr8	112105001	112115000
300697	chr8	112110001	112120000
300698	chr8	112115001	112125000
300699	chr8	112120001	112130000
300700	chr8	112125001	112135000
300701	chr8	112130001	112140000
300702	chr8	112135001	112145000
300703	chr8	112140001	112150000
300704	chr8	112145001	112155000
300705	chr8	112150001	112160000
300706	chr8	112155001	112165000
300707	chr8	112160001	112170000
300708	chr8	112165001	112175000
300709	chr8	112170001	112180000
300710	chr8	112175001	112185000
300711	chr8	112180001	112190000
300712	chr8	112185001	112195000
300713	chr8	112190001	112200000
300714	chr8	112195001	112205000
300715	chr8	112200001	112210000
300716	chr8	112205001	112215000
300717	chr8	112210001	112220000
300718	chr8	112215001	112225000
300719	chr8	112220001	112230000
300720	chr8	112225001	112235000
300721	chr8	112230001	112240000
300722	chr8	112235001	112245000
300723	chr8	112240001	112250000
300724	chr8	112245001	112255000
300725	chr8	112250001	112260000
300726	chr8	112255001	112265000
300727	chr8	112260001	112270000
300728	chr8	112265001	112275000
300729	chr8	112270001	112280000
300730	chr8	112275001	112285000
300731	chr8	112280001	112290000
300732	chr8	112285001	112295000
300733	chr8	112290001	112300000
300734	chr8	112295001	112305000
300735	chr8	112300001	112310000
300736	chr8	112305001	112315000
300737	chr8	112310001	112320000
300738	chr8	112315001	112325000
300739	chr8	112320001	112330000
300740	chr8	112325001	112335000
300741	chr8	112330001	112340000
300742	chr8	112335001	112345000
300743	chr8	112340001	112350000
300744	chr8	112345001	112355000
300745	chr8	112350001	112360000
300746	chr8	112355001	112365000
300747	chr8	112360001	112370000
300748	chr8	112365001	112375000
300749	chr8	112370001	112380000
300750	chr8	112375001	112385000
300751	chr8	112380001	112390000
300752	chr8	112385001	112395000
300753	chr8	112390001	112400000
300754	chr8	112395001	112405000
300755	chr8	112400001	112410000
300756	chr8	112405001	112415000
300757	chr8	112410001	112420000
300758	chr8	112415001	112425000
300759	chr8	112420001	112430000
300760	chr8	112425001	112435000
300761	chr8	112430001	112440000
300762	chr8	112435001	112445000
300763	chr8	112440001	112450000
300764	chr8	112445001	112455000
300765	chr8	112450001	112460000
300766	chr8	112455001	112465000
300767	chr8	112460001	112470000
300768	chr8	112465001	112475000
300769	chr8	112470001	112480000
300770	chr8	112475001	112485000
300771	chr8	112480001	112490000
300772	chr8	112485001	112495000
300773	chr8	112490001	112500000
300774	chr8	112495001	112505000
300775	chr8	112500001	112510000
300776	chr8	112505001	112515000
300777	chr8	112510001	112520000
300778	chr8	112515001	112525000
300779	chr8	112520001	112530000
300780	chr8	112525001	112535000
300781	chr8	112530001	112540000
300782	chr8	112535001	112545000
300783	chr8	112540001	112550000
300784	chr8	112545001	112555000
300785	chr8	112550001	112560000
300786	chr8	112555001	112565000
300787	chr8	112560001	112570000
300788	chr8	112565001	112575000
300789	chr8	112570001	112580000
300790	chr8	112575001	112585000
300791	chr8	112580001	112590000
300792	chr8	112585001	112595000
300793	chr8	112590001	112600000
300794	chr8	112595001	112605000
300795	chr8	112600001	112610000
300796	chr8	112605001	112615000
300797	chr8	112610001	112620000
300798	chr8	112615001	112625000
300799	chr8	112620001	112630000
300800	chr8	112625001	112635000
300801	chr8	112630001	112640000
300802	chr8	112635001	112645000
300803	chr8	112640001	112650000
300804	chr8	112645001	112655000
300805	chr8	112650001	112660000
300806	chr8	112655001	112665000
300807	chr8	112660001	112670000
300808	chr8	112665001	112675000
300809	chr8	112670001	112680000
300810	chr8	112675001	112685000
300811	chr8	112680001	112690000
300812	chr8	112685001	112695000
300813	chr8	112690001	112700000
300814	chr8	112695001	112705000
300815	chr8	112700001	112710000
300816	chr8	112705001	112715000
300817	chr8	112710001	112720000
300818	chr8	112715001	112725000
300819	chr8	112720001	112730000
300820	chr8	112725001	112735000
300821	chr8	112730001	112740000
300822	chr8	112735001	112745000
300823	chr8	112740001	112750000
300824	chr8	112745001	112755000
300825	chr8	112750001	112760000
300826	chr8	112755001	112765000
300827	chr8	112760001	112770000
300828	chr8	112765001	112775000
300829	chr8	112770001	112780000
300830	chr8	112775001	112785000
300831	chr8	112780001	112790000
300832	chr8	112785001	112795000
300833	chr8	112790001	112800000
300834	chr8	112795001	112805000
300835	chr8	112800001	112810000
300836	chr8	112805001	112815000
300837	chr8	112810001	112820000
300838	chr8	112815001	112825000
300839	chr8	112820001	112830000
300840	chr8	112825001	112835000
300841	chr8	112830001	112840000
300842	chr8	112835001	112845000
300843	chr8	112840001	112850000
300844	chr8	112845001	112855000
300845	chr8	112850001	112860000
300846	chr8	112855001	112865000
300847	chr8	112860001	112870000
300848	chr8	112865001	112875000
300849	chr8	112870001	112880000
300850	chr8	112875001	112885000
300851	chr8	112880001	112890000
300852	chr8	112885001	112895000
300853	chr8	112890001	112900000
300854	chr8	112895001	112905000
300855	chr8	112900001	112910000
300856	chr8	112905001	112915000
300857	chr8	112910001	112920000
300858	chr8	112915001	112925000
300859	chr8	112920001	112930000
300860	chr8	112925001	112935000
300861	chr8	112930001	112940000
300862	chr8	112935001	112945000
300863	chr8	112940001	112950000
300864	chr8	112945001	112955000
300865	chr8	112950001	112960000
300866	chr8	112955001	112965000
300867	chr8	112960001	112970000
300868	chr8	112965001	112975000
300869	chr8	112970001	112980000
300870	chr8	112975001	112985000
300871	chr8	112980001	112990000
300872	chr8	112985001	112995000
300873	chr8	112990001	113000000
300874	chr8	112995001	113005000
300875	chr8	113000001	113010000
300876	chr8	113005001	113015000
300877	chr8	113010001	113020000
300878	chr8	113015001	113025000
300879	chr8	113020001	113030000
300880	chr8	113025001	113035000
300881	chr8	113030001	113040000
300882	chr8	113035001	113045000
300883	chr8	113040001	113050000
300884	chr8	113045001	113055000
300885	chr8	113050001	113060000
300886	chr8	113055001	113065000
300887	chr8	113060001	113070000
300888	chr8	113065001	113075000
300889	chr8	113070001	113080000
300890	chr8	113075001	113085000
300891	chr8	113080001	113090000
300892	chr8	113085001	113095000
300893	chr8	113090001	113100000
300894	chr8	113095001	113105000
300895	chr8	113100001	113110000
300896	chr8	113105001	113115000
300897	chr8	113110001	113120000
300898	chr8	113115001	113125000
300899	chr8	113120001	113130000
300900	chr8	113125001	113135000
300901	chr8	113130001	113140000
300902	chr8	113135001	113145000
300903	chr8	113140001	113150000
300904	chr8	113145001	113155000
300905	chr8	113150001	113160000
300906	chr8	113155001	113165000
300907	chr8	113160001	113170000
300908	chr8	113165001	113175000
300909	chr8	113170001	113180000
300910	chr8	113175001	113185000
300911	chr8	113180001	113190000
300912	chr8	113185001	113195000
300913	chr8	113190001	113200000
300914	chr8	113195001	113205000
300915	chr8	113200001	113210000
300916	chr8	113205001	113215000
300917	chr8	113210001	113220000
300918	chr8	113215001	113225000
300919	chr8	113220001	113230000
300920	chr8	113225001	113235000
300921	chr8	113230001	113240000
300922	chr8	113235001	113245000
300923	chr8	113240001	113250000
300924	chr8	113245001	113255000
300925	chr8	113250001	113260000
300926	chr8	113255001	113265000
300927	chr8	113260001	113270000
300928	chr8	113265001	113275000
300929	chr8	113270001	113280000
300930	chr8	113275001	113285000
300931	chr8	113280001	113290000
300932	chr8	113285001	113295000
300933	chr8	113290001	113300000
300934	chr8	113295001	113305000
300935	chr8	113300001	113310000
300936	chr8	113305001	113315000
300937	chr8	113310001	113320000
300938	chr8	113315001	113325000
300939	chr8	113320001	113330000
300940	chr8	113325001	113335000
300941	chr8	113330001	113340000
300942	chr8	113335001	113345000
300943	chr8	113340001	113350000
300944	chr8	113345001	113355000
300945	chr8	113350001	113360000
300946	chr8	113355001	113365000
300947	chr8	113360001	113370000
300948	chr8	113365001	113375000
300949	chr8	113370001	113380000
300950	chr8	113375001	113385000
300951	chr8	113380001	113390000
300952	chr8	113385001	113395000
300953	chr8	113390001	113400000
300954	chr8	113395001	113405000
300955	chr8	113400001	113410000
300956	chr8	113405001	113415000
300957	chr8	113410001	113420000
300958	chr8	113415001	113425000
300959	chr8	113420001	113430000
300960	chr8	113425001	113435000
300961	chr8	113430001	113440000
300962	chr8	113435001	113445000
300963	chr8	113440001	113450000
300964	chr8	113445001	113455000
300965	chr8	113450001	113460000
300966	chr8	113455001	113465000
300967	chr8	113460001	113470000
300968	chr8	113465001	113475000
300969	chr8	113470001	113480000
300970	chr8	113475001	113485000
300971	chr8	113480001	113490000
300972	chr8	113485001	113495000
300973	chr8	113490001	113500000
300974	chr8	113495001	113505000
300975	chr8	113500001	113510000
300976	chr8	113505001	113515000
300977	chr8	113510001	113520000
300978	chr8	113515001	113525000
300979	chr8	113520001	113530000
300980	chr8	113525001	113535000
300981	chr8	113530001	113540000
300982	chr8	113535001	113545000
300983	chr8	113540001	113550000
300984	chr8	113545001	113555000
300985	chr8	113550001	113560000
300986	chr8	113555001	113565000
300987	chr8	113560001	113570000
300988	chr8	113565001	113575000
300989	chr8	113570001	113580000
300990	chr8	113575001	113585000
300991	chr8	113580001	113590000
300992	chr8	113585001	113595000
300993	chr8	113590001	113600000
300994	chr8	113595001	113605000
300995	chr8	113600001	113610000
300996	chr8	113605001	113615000
300997	chr8	113610001	113620000
300998	chr8	113615001	113625000
300999	chr8	113620001	113630000
301000	chr8	113625001	113635000
301001	chr8	113630001	113640000
301002	chr8	113635001	113645000
301003	chr8	113640001	113650000
301004	chr8	113645001	113655000
301005	chr8	113650001	113660000
301006	chr8	113655001	113665000
301007	chr8	113660001	113670000
301008	chr8	113665001	113675000
301009	chr8	113670001	113680000
301010	chr8	113675001	113685000
301011	chr8	113680001	113690000
301012	chr8	113685001	113695000
301013	chr8	113690001	113700000
301014	chr8	113695001	113705000
301015	chr8	113700001	113710000
301016	chr8	113705001	113715000
301017	chr8	113710001	113720000
301018	chr8	113715001	113725000
301019	chr8	113720001	113730000
301020	chr8	113725001	113735000
301021	chr8	113730001	113740000
301022	chr8	113735001	113745000
301023	chr8	113740001	113750000
301024	chr8	113745001	113755000
301025	chr8	113750001	113760000
301026	chr8	113755001	113765000
301027	chr8	113760001	113770000
301028	chr8	113765001	113775000
301029	chr8	113770001	113780000
301030	chr8	113775001	113785000
301031	chr8	113780001	113790000
301032	chr8	113785001	113795000
301033	chr8	113790001	113800000
301034	chr8	113795001	113805000
301035	chr8	113800001	113810000
301036	chr8	113805001	113815000
301037	chr8	113810001	113820000
301038	chr8	113815001	113825000
301039	chr8	113820001	113830000
301040	chr8	113825001	113835000
301041	chr8	113830001	113840000
301042	chr8	113835001	113845000
301043	chr8	113840001	113850000
301044	chr8	113845001	113855000
301045	chr8	113850001	113860000
301046	chr8	113855001	113865000
301047	chr8	113860001	113870000
301048	chr8	113865001	113875000
301049	chr8	113870001	113880000
301050	chr8	113875001	113885000
301051	chr8	113880001	113890000
301052	chr8	113885001	113895000
301053	chr8	113890001	113900000
301054	chr8	113895001	113905000
301055	chr8	113900001	113910000
301056	chr8	113905001	113915000
301057	chr8	113910001	113920000
301058	chr8	113915001	113925000
301059	chr8	113920001	113930000
301060	chr8	113925001	113935000
301061	chr8	113930001	113940000
301062	chr8	113935001	113945000
301063	chr8	113940001	113950000
301064	chr8	113945001	113955000
301065	chr8	113950001	113960000
301066	chr8	113955001	113965000
301067	chr8	113960001	113970000
301068	chr8	113965001	113975000
301069	chr8	113970001	113980000
301070	chr8	113975001	113985000
301071	chr8	113980001	113990000
301072	chr8	113985001	113995000
301073	chr8	113990001	114000000
301074	chr8	113995001	114005000
301075	chr8	114000001	114010000
301076	chr8	114005001	114015000
301077	chr8	114010001	114020000
301078	chr8	114015001	114025000
301079	chr8	114020001	114030000
301080	chr8	114025001	114035000
301081	chr8	114030001	114040000
301082	chr8	114035001	114045000
301083	chr8	114040001	114050000
301084	chr8	114045001	114055000
301085	chr8	114050001	114060000
301086	chr8	114055001	114065000
301087	chr8	114060001	114070000
301088	chr8	114065001	114075000
301089	chr8	114070001	114080000
301090	chr8	114075001	114085000
301091	chr8	114080001	114090000
301092	chr8	114085001	114095000
301093	chr8	114090001	114100000
301094	chr8	114095001	114105000
301095	chr8	114100001	114110000
301096	chr8	114105001	114115000
301097	chr8	114110001	114120000
301098	chr8	114115001	114125000
301099	chr8	114120001	114130000
301100	chr8	114125001	114135000
301101	chr8	114130001	114140000
301102	chr8	114135001	114145000
301103	chr8	114140001	114150000
301104	chr8	114145001	114155000
301105	chr8	114150001	114160000
301106	chr8	114155001	114165000
301107	chr8	114160001	114170000
301108	chr8	114165001	114175000
301109	chr8	114170001	114180000
301110	chr8	114175001	114185000
301111	chr8	114180001	114190000
301112	chr8	114185001	114195000
301113	chr8	114190001	114200000
301114	chr8	114195001	114205000
301115	chr8	114200001	114210000
301116	chr8	114205001	114215000
301117	chr8	114210001	114220000
301118	chr8	114215001	114225000
301119	chr8	114220001	114230000
301120	chr8	114225001	114235000
301121	chr8	114230001	114240000
301122	chr8	114235001	114245000
301123	chr8	114240001	114250000
301124	chr8	114245001	114255000
301125	chr8	114250001	114260000
301126	chr8	114255001	114265000
301127	chr8	114260001	114270000
301128	chr8	114265001	114275000
301129	chr8	114270001	114280000
301130	chr8	114275001	114285000
301131	chr8	114280001	114290000
301132	chr8	114285001	114295000
301133	chr8	114290001	114300000
301134	chr8	114295001	114305000
301135	chr8	114300001	114310000
301136	chr8	114305001	114315000
301137	chr8	114310001	114320000
301138	chr8	114315001	114325000
301139	chr8	114320001	114330000
301140	chr8	114325001	114335000
301141	chr8	114330001	114340000
301142	chr8	114335001	114345000
301143	chr8	114340001	114350000
301144	chr8	114345001	114355000
301145	chr8	114350001	114360000
301146	chr8	114355001	114365000
301147	chr8	114360001	114370000
301148	chr8	114365001	114375000
301149	chr8	114370001	114380000
301150	chr8	114375001	114385000
301151	chr8	114380001	114390000
301152	chr8	114385001	114395000
301153	chr8	114390001	114400000
301154	chr8	114395001	114405000
301155	chr8	114400001	114410000
301156	chr8	114405001	114415000
301157	chr8	114410001	114420000
301158	chr8	114415001	114425000
301159	chr8	114420001	114430000
301160	chr8	114425001	114435000
301161	chr8	114430001	114440000
301162	chr8	114435001	114445000
301163	chr8	114440001	114450000
301164	chr8	114445001	114455000
301165	chr8	114450001	114460000
301166	chr8	114455001	114465000
301167	chr8	114460001	114470000
301168	chr8	114465001	114475000
301169	chr8	114470001	114480000
301170	chr8	114475001	114485000
301171	chr8	114480001	114490000
301172	chr8	114485001	114495000
301173	chr8	114490001	114500000
301174	chr8	114495001	114505000
301175	chr8	114500001	114510000
301176	chr8	114505001	114515000
301177	chr8	114510001	114520000
301178	chr8	114515001	114525000
301179	chr8	114520001	114530000
301180	chr8	114525001	114535000
301181	chr8	114530001	114540000
301182	chr8	114535001	114545000
301183	chr8	114540001	114550000
301184	chr8	114545001	114555000
301185	chr8	114550001	114560000
301186	chr8	114555001	114565000
301187	chr8	114560001	114570000
301188	chr8	114565001	114575000
301189	chr8	114570001	114580000
301190	chr8	114575001	114585000
301191	chr8	114580001	114590000
301192	chr8	114585001	114595000
301193	chr8	114590001	114600000
301194	chr8	114595001	114605000
301195	chr8	114600001	114610000
301196	chr8	114605001	114615000
301197	chr8	114610001	114620000
301198	chr8	114615001	114625000
301199	chr8	114620001	114630000
301200	chr8	114625001	114635000
301201	chr8	114630001	114640000
301202	chr8	114635001	114645000
301203	chr8	114640001	114650000
301204	chr8	114645001	114655000
301205	chr8	114650001	114660000
301206	chr8	114655001	114665000
301207	chr8	114660001	114670000
301208	chr8	114665001	114675000
301209	chr8	114670001	114680000
301210	chr8	114675001	114685000
301211	chr8	114680001	114690000
301212	chr8	114685001	114695000
301213	chr8	114690001	114700000
301214	chr8	114695001	114705000
301215	chr8	114700001	114710000
301216	chr8	114705001	114715000
301217	chr8	114710001	114720000
301218	chr8	114715001	114725000
301219	chr8	114720001	114730000
301220	chr8	114725001	114735000
301221	chr8	114730001	114740000
301222	chr8	114735001	114745000
301223	chr8	114740001	114750000
301224	chr8	114745001	114755000
301225	chr8	114750001	114760000
301226	chr8	114755001	114765000
301227	chr8	114760001	114770000
301228	chr8	114765001	114775000
301229	chr8	114770001	114780000
301230	chr8	114775001	114785000
301231	chr8	114780001	114790000
301232	chr8	114785001	114795000
301233	chr8	114790001	114800000
301234	chr8	114795001	114805000
301235	chr8	114800001	114810000
301236	chr8	114805001	114815000
301237	chr8	114810001	114820000
301238	chr8	114815001	114825000
301239	chr8	114820001	114830000
301240	chr8	114825001	114835000
301241	chr8	114830001	114840000
301242	chr8	114835001	114845000
301243	chr8	114840001	114850000
301244	chr8	114845001	114855000
301245	chr8	114850001	114860000
301246	chr8	114855001	114865000
301247	chr8	114860001	114870000
301248	chr8	114865001	114875000
301249	chr8	114870001	114880000
301250	chr8	114875001	114885000
301251	chr8	114880001	114890000
301252	chr8	114885001	114895000
301253	chr8	114890001	114900000
301254	chr8	114895001	114905000
301255	chr8	114900001	114910000
301256	chr8	114905001	114915000
301257	chr8	114910001	114920000
301258	chr8	114915001	114925000
301259	chr8	114920001	114930000
301260	chr8	114925001	114935000
301261	chr8	114930001	114940000
301262	chr8	114935001	114945000
301263	chr8	114940001	114950000
301264	chr8	114945001	114955000
301265	chr8	114950001	114960000
301266	chr8	114955001	114965000
301267	chr8	114960001	114970000
301268	chr8	114965001	114975000
301269	chr8	114970001	114980000
301270	chr8	114975001	114985000
301271	chr8	114980001	114990000
301272	chr8	114985001	114995000
301273	chr8	114990001	115000000
301274	chr8	114995001	115005000
301275	chr8	115000001	115010000
301276	chr8	115005001	115015000
301277	chr8	115010001	115020000
301278	chr8	115015001	115025000
301279	chr8	115020001	115030000
301280	chr8	115025001	115035000
301281	chr8	115030001	115040000
301282	chr8	115035001	115045000
301283	chr8	115040001	115050000
301284	chr8	115045001	115055000
301285	chr8	115050001	115060000
301286	chr8	115055001	115065000
301287	chr8	115060001	115070000
301288	chr8	115065001	115075000
301289	chr8	115070001	115080000
301290	chr8	115075001	115085000
301291	chr8	115080001	115090000
301292	chr8	115085001	115095000
301293	chr8	115090001	115100000
301294	chr8	115095001	115105000
301295	chr8	115100001	115110000
301296	chr8	115105001	115115000
301297	chr8	115110001	115120000
301298	chr8	115115001	115125000
301299	chr8	115120001	115130000
301300	chr8	115125001	115135000
301301	chr8	115130001	115140000
301302	chr8	115135001	115145000
301303	chr8	115140001	115150000
301304	chr8	115145001	115155000
301305	chr8	115150001	115160000
301306	chr8	115155001	115165000
301307	chr8	115160001	115170000
301308	chr8	115165001	115175000
301309	chr8	115170001	115180000
301310	chr8	115175001	115185000
301311	chr8	115180001	115190000
301312	chr8	115185001	115195000
301313	chr8	115190001	115200000
301314	chr8	115195001	115205000
301315	chr8	115200001	115210000
301316	chr8	115205001	115215000
301317	chr8	115210001	115220000
