Gene stable ID	Gene name	Gene start (bp)	Gene end (bp)	Chromosome/scaffold name
ENSG00000203326	ZNF525	53365693	53392217	19
ENSG00000203326	ZNF525	53365693	53392217	19
ENSG00000203326	ZNF525	53365693	53392217	19
ENSG00000203326	ZNF525	53365693	53392217	19
ENSG00000203326	ZNF525	53365693	53392217	19
ENSG00000203326	ZNF525	53365693	53392217	19
ENSG00000196417	ZNF765	53389793	53430413	19
ENSG00000196417	ZNF765	53389793	53430413	19
ENSG00000196417	ZNF765	53389793	53430413	19
ENSG00000196417	ZNF765	53389793	53430413	19
ENSG00000196417	ZNF765	53389793	53430413	19
ENSG00000196417	ZNF765	53389793	53430413	19
ENSG00000196417	ZNF765	53389793	53430413	19
ENSG00000196417	ZNF765	53389793	53430413	19
ENSG00000198346	ZNF813	53467733	53496255	19
ENSG00000198346	ZNF813	53467733	53496255	19
ENSG00000198346	ZNF813	53467733	53496255	19
ENSG00000079313	REXO1	1815248	1848483	19
ENSG00000079313	REXO1	1815248	1848483	19
ENSG00000079313	REXO1	1815248	1848483	19
ENSG00000079313	REXO1	1815248	1848483	19
ENSG00000079313	REXO1	1815248	1848483	19
ENSG00000079313	REXO1	1815248	1848483	19
ENSG00000079313	REXO1	1815248	1848483	19
ENSG00000079313	REXO1	1815248	1848483	19
ENSG00000129911	KLF16	1852399	1863579	19
ENSG00000129911	KLF16	1852399	1863579	19
ENSG00000129911	KLF16	1852399	1863579	19
ENSG00000129911	KLF16	1852399	1863579	19
ENSG00000129968	ABHD17A	1876810	1885496	19
ENSG00000129968	ABHD17A	1876810	1885496	19
ENSG00000129968	ABHD17A	1876810	1885496	19
ENSG00000129968	ABHD17A	1876810	1885496	19
ENSG00000129968	ABHD17A	1876810	1885496	19
ENSG00000129968	ABHD17A	1876810	1885496	19
ENSG00000129968	ABHD17A	1876810	1885496	19
ENSG00000129968	ABHD17A	1876810	1885496	19
ENSG00000213638	ADAT3	1905399	1913447	19
ENSG00000213638	ADAT3	1905399	1913447	19
ENSG00000133275	CSNK1G2	1941172	1981338	19
ENSG00000133275	CSNK1G2	1941172	1981338	19
ENSG00000133275	CSNK1G2	1941172	1981338	19
ENSG00000133275	CSNK1G2	1941172	1981338	19
ENSG00000133275	CSNK1G2	1941172	1981338	19
ENSG00000133275	CSNK1G2	1941172	1981338	19
ENSG00000133275	CSNK1G2	1941172	1981338	19
ENSG00000133275	CSNK1G2	1941172	1981338	19
ENSG00000133275	CSNK1G2	1941172	1981338	19
ENSG00000133275	CSNK1G2	1941172	1981338	19
ENSG00000133275	CSNK1G2	1941172	1981338	19
ENSG00000130332	LSM7	2321520	2328611	19
ENSG00000130332	LSM7	2321520	2328611	19
ENSG00000130332	LSM7	2321520	2328611	19
ENSG00000130332	LSM7	2321520	2328611	19
ENSG00000130332	LSM7	2321520	2328611	19
ENSG00000130332	LSM7	2321520	2328611	19
ENSG00000130332	LSM7	2321520	2328611	19
ENSG00000099800	TIMM13	2425625	2427586	19
ENSG00000099800	TIMM13	2425625	2427586	19
ENSG00000176619	LMNB2	2427638	2456959	19
ENSG00000176619	LMNB2	2427638	2456959	19
ENSG00000176619	LMNB2	2427638	2456959	19
ENSG00000176619	LMNB2	2427638	2456959	19
ENSG00000176619	LMNB2	2427638	2456959	19
ENSG00000176619	LMNB2	2427638	2456959	19
ENSG00000099860	GADD45B	2476122	2478259	19
ENSG00000099860	GADD45B	2476122	2478259	19
ENSG00000099860	GADD45B	2476122	2478259	19
ENSG00000099860	GADD45B	2476122	2478259	19
ENSG00000099860	GADD45B	2476122	2478259	19
ENSG00000099860	GADD45B	2476122	2478259	19
ENSG00000099860	GADD45B	2476122	2478259	19
ENSG00000142409	ZNF787	56087366	56121295	19
ENSG00000142409	ZNF787	56087366	56121295	19
ENSG00000142409	ZNF787	56087366	56121295	19
ENSG00000167685	ZNF444	56132599	56160893	19
ENSG00000167685	ZNF444	56132599	56160893	19
ENSG00000167685	ZNF444	56132599	56160893	19
ENSG00000167685	ZNF444	56132599	56160893	19
ENSG00000167685	ZNF444	56132599	56160893	19
ENSG00000167685	ZNF444	56132599	56160893	19
ENSG00000167685	ZNF444	56132599	56160893	19
ENSG00000167685	ZNF444	56132599	56160893	19
ENSG00000167685	ZNF444	56132599	56160893	19
ENSG00000167685	ZNF444	56132599	56160893	19
ENSG00000167685	ZNF444	56132599	56160893	19
ENSG00000167685	ZNF444	56132599	56160893	19
ENSG00000197487	GALP	56176008	56185775	19
ENSG00000197487	GALP	56176008	56185775	19
ENSG00000197487	GALP	56176008	56185775	19
ENSG00000099797	TECR	14517085	14565980	19
ENSG00000099797	TECR	14517085	14565980	19
ENSG00000099797	TECR	14517085	14565980	19
ENSG00000099797	TECR	14517085	14565980	19
ENSG00000099797	TECR	14517085	14565980	19
ENSG00000099797	TECR	14517085	14565980	19
ENSG00000099797	TECR	14517085	14565980	19
ENSG00000099797	TECR	14517085	14565980	19
ENSG00000099797	TECR	14517085	14565980	19
ENSG00000099797	TECR	14517085	14565980	19
ENSG00000099797	TECR	14517085	14565980	19
ENSG00000099797	TECR	14517085	14565980	19
ENSG00000099797	TECR	14517085	14565980	19
ENSG00000099797	TECR	14517085	14565980	19
ENSG00000099797	TECR	14517085	14565980	19
ENSG00000099797	TECR	14517085	14565980	19
ENSG00000099797	TECR	14517085	14565980	19
ENSG00000099797	TECR	14517085	14565980	19
ENSG00000099797	TECR	14517085	14565980	19
ENSG00000099797	TECR	14517085	14565980	19
ENSG00000099797	TECR	14517085	14565980	19
ENSG00000099797	TECR	14517085	14565980	19
ENSG00000099797	TECR	14517085	14565980	19
ENSG00000099797	TECR	14517085	14565980	19
ENSG00000099797	TECR	14517085	14565980	19
ENSG00000099797	TECR	14517085	14565980	19
ENSG00000099795	NDUFB7	14566078	14572066	19
ENSG00000099795	NDUFB7	14566078	14572066	19
ENSG00000105429	MEGF8	42325609	42378769	19
ENSG00000105429	MEGF8	42325609	42378769	19
ENSG00000105429	MEGF8	42325609	42378769	19
ENSG00000105429	MEGF8	42325609	42378769	19
ENSG00000105429	MEGF8	42325609	42378769	19
ENSG00000105429	MEGF8	42325609	42378769	19
ENSG00000105429	MEGF8	42325609	42378769	19
ENSG00000105427	CNFN	42387019	42390297	19
ENSG00000105427	CNFN	42387019	42390297	19
ENSG00000079435	LIPE	42401514	42427388	19
ENSG00000079435	LIPE	42401514	42427388	19
ENSG00000079435	LIPE	42401514	42427388	19
ENSG00000079435	LIPE	42401514	42427388	19
ENSG00000079435	LIPE	42401514	42427388	19
ENSG00000079435	LIPE	42401514	42427388	19
ENSG00000079435	LIPE	42401514	42427388	19
ENSG00000079435	LIPE	42401514	42427388	19
ENSG00000079435	LIPE	42401514	42427388	19
ENSG00000189377	CXCL17	42428278	42442946	19
ENSG00000189377	CXCL17	42428278	42442946	19
ENSG00000079385	CEACAM1	42507304	42561234	19
ENSG00000079385	CEACAM1	42507304	42561234	19
ENSG00000079385	CEACAM1	42507304	42561234	19
ENSG00000079385	CEACAM1	42507304	42561234	19
ENSG00000079385	CEACAM1	42507304	42561234	19
ENSG00000079385	CEACAM1	42507304	42561234	19
ENSG00000079385	CEACAM1	42507304	42561234	19
ENSG00000079385	CEACAM1	42507304	42561234	19
ENSG00000079385	CEACAM1	42507304	42561234	19
ENSG00000079385	CEACAM1	42507304	42561234	19
ENSG00000079385	CEACAM1	42507304	42561234	19
ENSG00000079385	CEACAM1	42507304	42561234	19
ENSG00000079385	CEACAM1	42507304	42561234	19
ENSG00000079385	CEACAM1	42507304	42561234	19
ENSG00000079385	CEACAM1	42507304	42561234	19
ENSG00000124469	CEACAM8	42580243	42595055	19
ENSG00000124469	CEACAM8	42580243	42595055	19
ENSG00000132002	DNAJB1	14514769	14560391	19
ENSG00000132002	DNAJB1	14514769	14560391	19
ENSG00000132002	DNAJB1	14514769	14560391	19
ENSG00000132002	DNAJB1	14514769	14560391	19
ENSG00000132002	DNAJB1	14514769	14560391	19
ENSG00000132002	DNAJB1	14514769	14560391	19
ENSG00000132002	DNAJB1	14514769	14560391	19
ENSG00000132002	DNAJB1	14514769	14560391	19
ENSG00000132002	DNAJB1	14514769	14560391	19
ENSG00000132002	DNAJB1	14514769	14560391	19
ENSG00000132002	DNAJB1	14514769	14560391	19
ENSG00000132002	DNAJB1	14514769	14560391	19
ENSG00000132002	DNAJB1	14514769	14560391	19
ENSG00000132002	DNAJB1	14514769	14560391	19
ENSG00000132002	DNAJB1	14514769	14560391	19
ENSG00000132002	DNAJB1	14514769	14560391	19
ENSG00000132002	DNAJB1	14514769	14560391	19
ENSG00000132002	DNAJB1	14514769	14560391	19
ENSG00000132002	DNAJB1	14514769	14560391	19
ENSG00000132002	DNAJB1	14514769	14560391	19
ENSG00000132002	DNAJB1	14514769	14560391	19
ENSG00000132002	DNAJB1	14514769	14560391	19
ENSG00000132002	DNAJB1	14514769	14560391	19
ENSG00000132002	DNAJB1	14514769	14560391	19
ENSG00000132002	DNAJB1	14514769	14560391	19
ENSG00000076826	CAMSAP3	7595863	7618304	19
ENSG00000076826	CAMSAP3	7595863	7618304	19
ENSG00000076826	CAMSAP3	7595863	7618304	19
ENSG00000076826	CAMSAP3	7595863	7618304	19
ENSG00000076924	XAB2	7619525	7629545	19
ENSG00000076924	XAB2	7619525	7629545	19
ENSG00000076924	XAB2	7619525	7629545	19
ENSG00000076924	XAB2	7619525	7629545	19
ENSG00000174788	PCP2	7631611	7633719	19
ENSG00000174788	PCP2	7631611	7633719	19
ENSG00000104918	RETN	7669049	7670455	19
ENSG00000104918	RETN	7669049	7670455	19
ENSG00000104918	RETN	7669049	7670455	19
ENSG00000269711		7678501	7682854	19
ENSG00000181029	TRAPPC5	7680833	7687703	19
ENSG00000181029	TRAPPC5	7680833	7687703	19
ENSG00000181029	TRAPPC5	7680833	7687703	19
ENSG00000181029	TRAPPC5	7680833	7687703	19
ENSG00000104921	FCER2	7688758	7702146	19
ENSG00000104921	FCER2	7688758	7702146	19
ENSG00000104921	FCER2	7688758	7702146	19
ENSG00000104921	FCER2	7688758	7702146	19
ENSG00000104921	FCER2	7688758	7702146	19
ENSG00000104921	FCER2	7688758	7702146	19
ENSG00000104921	FCER2	7688758	7702146	19
ENSG00000183248	PRR36	7868719	7874390	19
ENSG00000183248	PRR36	7868719	7874390	19
ENSG00000171017	LRRC8E	7888505	7902021	19
ENSG00000171017	LRRC8E	7888505	7902021	19
ENSG00000171017	LRRC8E	7888505	7902021	19
ENSG00000171017	LRRC8E	7888505	7902021	19
ENSG00000171017	LRRC8E	7888505	7902021	19
ENSG00000171017	LRRC8E	7888505	7902021	19
ENSG00000076984	MAP2K7	7903843	7914478	19
ENSG00000076984	MAP2K7	7903843	7914478	19
ENSG00000076984	MAP2K7	7903843	7914478	19
ENSG00000076984	MAP2K7	7903843	7914478	19
ENSG00000076984	MAP2K7	7903843	7914478	19
ENSG00000076984	MAP2K7	7903843	7914478	19
ENSG00000076984	MAP2K7	7903843	7914478	19
ENSG00000076984	MAP2K7	7903843	7914478	19
ENSG00000178531	CTXN1	7924491	7926135	19
ENSG00000104980	TIMM44	7926718	7943667	19
ENSG00000104980	TIMM44	7926718	7943667	19
ENSG00000104980	TIMM44	7926718	7943667	19
ENSG00000104980	TIMM44	7926718	7943667	19
ENSG00000104980	TIMM44	7926718	7943667	19
ENSG00000104980	TIMM44	7926718	7943667	19
ENSG00000104980	TIMM44	7926718	7943667	19
ENSG00000104980	TIMM44	7926718	7943667	19
ENSG00000104980	TIMM44	7926718	7943667	19
ENSG00000104980	TIMM44	7926718	7943667	19
ENSG00000104980	TIMM44	7926718	7943667	19
ENSG00000104980	TIMM44	7926718	7943667	19
ENSG00000005206	SPPL2B	2328615	2355095	19
ENSG00000005206	SPPL2B	2328615	2355095	19
ENSG00000005206	SPPL2B	2328615	2355095	19
ENSG00000005206	SPPL2B	2328615	2355095	19
ENSG00000005206	SPPL2B	2328615	2355095	19
ENSG00000005206	SPPL2B	2328615	2355095	19
ENSG00000005206	SPPL2B	2328615	2355095	19
ENSG00000005206	SPPL2B	2328615	2355095	19
ENSG00000005206	SPPL2B	2328615	2355095	19
ENSG00000005206	SPPL2B	2328615	2355095	19
ENSG00000005206	SPPL2B	2328615	2355095	19
ENSG00000005206	SPPL2B	2328615	2355095	19
ENSG00000005206	SPPL2B	2328615	2355095	19
ENSG00000005206	SPPL2B	2328615	2355095	19
ENSG00000196268	ZNF493	21397119	21427577	19
ENSG00000196268	ZNF493	21397119	21427577	19
ENSG00000196268	ZNF493	21397119	21427577	19
ENSG00000196268	ZNF493	21397119	21427577	19
ENSG00000196268	ZNF493	21397119	21427577	19
ENSG00000196268	ZNF493	21397119	21427577	19
ENSG00000196268	ZNF493	21397119	21427577	19
ENSG00000196268	ZNF493	21397119	21427577	19
ENSG00000196268	ZNF493	21397119	21427577	19
ENSG00000269237		21405159	21491266	19
ENSG00000090659	CD209	7739993	7747564	19
ENSG00000090659	CD209	7739993	7747564	19
ENSG00000090659	CD209	7739993	7747564	19
ENSG00000090659	CD209	7739993	7747564	19
ENSG00000090659	CD209	7739993	7747564	19
ENSG00000090659	CD209	7739993	7747564	19
ENSG00000090659	CD209	7739993	7747564	19
ENSG00000090659	CD209	7739993	7747564	19
ENSG00000090659	CD209	7739993	7747564	19
ENSG00000090659	CD209	7739993	7747564	19
ENSG00000090659	CD209	7739993	7747564	19
ENSG00000104883	PEX11G	7476875	7497449	19
ENSG00000104883	PEX11G	7476875	7497449	19
ENSG00000104883	PEX11G	7476875	7497449	19
ENSG00000104883	PEX11G	7476875	7497449	19
ENSG00000198723	SAXO5	7492976	7508450	19
ENSG00000198723	SAXO5	7492976	7508450	19
ENSG00000198723	SAXO5	7492976	7508450	19
ENSG00000198723	SAXO5	7492976	7508450	19
ENSG00000198723	SAXO5	7492976	7508450	19
ENSG00000198723	SAXO5	7492976	7508450	19
ENSG00000198723	SAXO5	7492976	7508450	19
ENSG00000267952		7507052	7519622	19
ENSG00000267952		7507052	7519622	19
ENSG00000198816	ZNF358	7515292	7521025	19
ENSG00000198816	ZNF358	7515292	7521025	19
ENSG00000090674	MCOLN1	7522624	7534009	19
ENSG00000090674	MCOLN1	7522624	7534009	19
ENSG00000090674	MCOLN1	7522624	7534009	19
ENSG00000090674	MCOLN1	7522624	7534009	19
ENSG00000090674	MCOLN1	7522624	7534009	19
ENSG00000090674	MCOLN1	7522624	7534009	19
ENSG00000090674	MCOLN1	7522624	7534009	19
ENSG00000090674	MCOLN1	7522624	7534009	19
ENSG00000090674	MCOLN1	7522624	7534009	19
ENSG00000090674	MCOLN1	7522624	7534009	19
ENSG00000268614		7533595	7540059	19
ENSG00000032444	PNPLA6	7534004	7561764	19
ENSG00000032444	PNPLA6	7534004	7561764	19
ENSG00000032444	PNPLA6	7534004	7561764	19
ENSG00000032444	PNPLA6	7534004	7561764	19
ENSG00000032444	PNPLA6	7534004	7561764	19
ENSG00000032444	PNPLA6	7534004	7561764	19
ENSG00000032444	PNPLA6	7534004	7561764	19
ENSG00000032444	PNPLA6	7534004	7561764	19
ENSG00000032444	PNPLA6	7534004	7561764	19
ENSG00000032444	PNPLA6	7534004	7561764	19
ENSG00000032444	PNPLA6	7534004	7561764	19
ENSG00000032444	PNPLA6	7534004	7561764	19
ENSG00000032444	PNPLA6	7534004	7561764	19
ENSG00000032444	PNPLA6	7534004	7561764	19
ENSG00000032444	PNPLA6	7534004	7561764	19
ENSG00000032444	PNPLA6	7534004	7561764	19
ENSG00000032444	PNPLA6	7534004	7561764	19
ENSG00000032444	PNPLA6	7534004	7561764	19
ENSG00000032444	PNPLA6	7534004	7561764	19
ENSG00000032444	PNPLA6	7534004	7561764	19
ENSG00000032444	PNPLA6	7534004	7561764	19
ENSG00000032444	PNPLA6	7534004	7561764	19
ENSG00000032444	PNPLA6	7534004	7561764	19
ENSG00000032444	PNPLA6	7534004	7561764	19
ENSG00000032444	PNPLA6	7534004	7561764	19
ENSG00000104938	CLEC4M	7763210	7769605	19
ENSG00000104938	CLEC4M	7763210	7769605	19
ENSG00000104938	CLEC4M	7763210	7769605	19
ENSG00000104938	CLEC4M	7763210	7769605	19
ENSG00000104938	CLEC4M	7763210	7769605	19
ENSG00000104938	CLEC4M	7763210	7769605	19
ENSG00000104938	CLEC4M	7763210	7769605	19
ENSG00000011304	PTBP1	797075	812327	19
ENSG00000011304	PTBP1	797075	812327	19
ENSG00000011304	PTBP1	797075	812327	19
ENSG00000011304	PTBP1	797075	812327	19
ENSG00000011304	PTBP1	797075	812327	19
ENSG00000011304	PTBP1	797075	812327	19
ENSG00000011304	PTBP1	797075	812327	19
ENSG00000011304	PTBP1	797075	812327	19
ENSG00000011304	PTBP1	797075	812327	19
ENSG00000011304	PTBP1	797075	812327	19
ENSG00000011304	PTBP1	797075	812327	19
ENSG00000011304	PTBP1	797075	812327	19
ENSG00000011304	PTBP1	797075	812327	19
ENSG00000011304	PTBP1	797075	812327	19
ENSG00000011304	PTBP1	797075	812327	19
ENSG00000011304	PTBP1	797075	812327	19
ENSG00000011304	PTBP1	797075	812327	19
ENSG00000011304	PTBP1	797075	812327	19
ENSG00000011304	PTBP1	797075	812327	19
ENSG00000011304	PTBP1	797075	812327	19
ENSG00000011304	PTBP1	797075	812327	19
ENSG00000011304	PTBP1	797075	812327	19
ENSG00000011304	PTBP1	797075	812327	19
ENSG00000011304	PTBP1	797075	812327	19
ENSG00000142541	RPL13A	49487510	49493057	19
ENSG00000142541	RPL13A	49487510	49493057	19
ENSG00000142541	RPL13A	49487510	49493057	19
ENSG00000142541	RPL13A	49487510	49493057	19
ENSG00000142541	RPL13A	49487510	49493057	19
ENSG00000142541	RPL13A	49487510	49493057	19
ENSG00000142541	RPL13A	49487510	49493057	19
ENSG00000142541	RPL13A	49487510	49493057	19
ENSG00000142541	RPL13A	49487510	49493057	19
ENSG00000142541	RPL13A	49487510	49493057	19
ENSG00000142541	RPL13A	49487510	49493057	19
ENSG00000142541	RPL13A	49487510	49493057	19
ENSG00000142541	RPL13A	49487510	49493057	19
ENSG00000142541	RPL13A	49487510	49493057	19
ENSG00000142541	RPL13A	49487510	49493057	19
ENSG00000142541	RPL13A	49487510	49493057	19
ENSG00000142541	RPL13A	49487510	49493057	19
ENSG00000142541	RPL13A	49487510	49493057	19
ENSG00000142541	RPL13A	49487510	49493057	19
ENSG00000142541	RPL13A	49487510	49493057	19
ENSG00000142541	RPL13A	49487510	49493057	19
ENSG00000142541	RPL13A	49487510	49493057	19
ENSG00000249709	ZNF564	12525373	12551542	19
ENSG00000249709	ZNF564	12525373	12551542	19
ENSG00000249709	ZNF564	12525373	12551542	19
ENSG00000249709	ZNF564	12525373	12551542	19
ENSG00000249709	ZNF564	12525373	12551542	19
ENSG00000269693		12525720	12580975	19
ENSG00000188033	ZNF490	12576100	12640098	19
ENSG00000188033	ZNF490	12576100	12640098	19
ENSG00000188033	ZNF490	12576100	12640098	19
ENSG00000188033	ZNF490	12576100	12640098	19
ENSG00000173875	ZNF791	12610918	12633840	19
ENSG00000173875	ZNF791	12610918	12633840	19
ENSG00000173875	ZNF791	12610918	12633840	19
ENSG00000173875	ZNF791	12610918	12633840	19
ENSG00000173875	ZNF791	12610918	12633840	19
ENSG00000173875	ZNF791	12610918	12633840	19
ENSG00000269242		12643831	12648397	19
ENSG00000104774	MAN2B1	12646511	12666742	19
ENSG00000104774	MAN2B1	12646511	12666742	19
ENSG00000104774	MAN2B1	12646511	12666742	19
ENSG00000104774	MAN2B1	12646511	12666742	19
ENSG00000104774	MAN2B1	12646511	12666742	19
ENSG00000104774	MAN2B1	12646511	12666742	19
ENSG00000104774	MAN2B1	12646511	12666742	19
ENSG00000104774	MAN2B1	12646511	12666742	19
ENSG00000104774	MAN2B1	12646511	12666742	19
ENSG00000104774	MAN2B1	12646511	12666742	19
ENSG00000104774	MAN2B1	12646511	12666742	19
ENSG00000104774	MAN2B1	12646511	12666742	19
ENSG00000104774	MAN2B1	12646511	12666742	19
ENSG00000104774	MAN2B1	12646511	12666742	19
ENSG00000104774	MAN2B1	12646511	12666742	19
ENSG00000104774	MAN2B1	12646511	12666742	19
ENSG00000104774	MAN2B1	12646511	12666742	19
ENSG00000269590		12664828	12669397	19
ENSG00000123154	WDR83	12666802	12675832	19
ENSG00000123154	WDR83	12666802	12675832	19
ENSG00000123154	WDR83	12666802	12675832	19
ENSG00000123154	WDR83	12666802	12675832	19
ENSG00000123154	WDR83	12666802	12675832	19
ENSG00000123154	WDR83	12666802	12675832	19
ENSG00000123154	WDR83	12666802	12675832	19
ENSG00000123154	WDR83	12666802	12675832	19
ENSG00000123154	WDR83	12666802	12675832	19
ENSG00000123154	WDR83	12666802	12675832	19
ENSG00000123154	WDR83	12666802	12675832	19
ENSG00000285589		12668071	12681834	19
ENSG00000105583	WDR83OS	12668073	12669415	19
ENSG00000105583	WDR83OS	12668073	12669415	19
ENSG00000105583	WDR83OS	12668073	12669415	19
ENSG00000132004	FBXW9	12688053	12696631	19
ENSG00000132004	FBXW9	12688053	12696631	19
ENSG00000132004	FBXW9	12688053	12696631	19
ENSG00000123144	TRIR	12730640	12734684	19
ENSG00000123144	TRIR	12730640	12734684	19
ENSG00000123144	TRIR	12730640	12734684	19
ENSG00000123144	TRIR	12730640	12734684	19
ENSG00000123144	TRIR	12730640	12734684	19
ENSG00000198356	GET3	12737139	12748323	19
ENSG00000198356	GET3	12737139	12748323	19
ENSG00000198356	GET3	12737139	12748323	19
ENSG00000039987	BEST2	12751702	12758458	19
ENSG00000039987	BEST2	12751702	12758458	19
ENSG00000039987	BEST2	12751702	12758458	19
ENSG00000039987	BEST2	12751702	12758458	19
ENSG00000171223	JUNB	12791486	12793315	19
ENSG00000167815	PRDX2	12796820	12801800	19
ENSG00000167815	PRDX2	12796820	12801800	19
ENSG00000167815	PRDX2	12796820	12801800	19
ENSG00000167815	PRDX2	12796820	12801800	19
ENSG00000167815	PRDX2	12796820	12801800	19
ENSG00000167815	PRDX2	12796820	12801800	19
ENSG00000104889	RNASEH2A	12806584	12813640	19
ENSG00000104889	RNASEH2A	12806584	12813640	19
ENSG00000104889	RNASEH2A	12806584	12813640	19
ENSG00000104889	RNASEH2A	12806584	12813640	19
ENSG00000104889	RNASEH2A	12806584	12813640	19
ENSG00000104889	RNASEH2A	12806584	12813640	19
ENSG00000095066	HOOK2	12763003	12872740	19
ENSG00000095066	HOOK2	12763003	12872740	19
ENSG00000095066	HOOK2	12763003	12872740	19
ENSG00000095066	HOOK2	12763003	12872740	19
ENSG00000095066	HOOK2	12763003	12872740	19
ENSG00000095066	HOOK2	12763003	12872740	19
ENSG00000095066	HOOK2	12763003	12872740	19
ENSG00000095066	HOOK2	12763003	12872740	19
ENSG00000095066	HOOK2	12763003	12872740	19
ENSG00000095066	HOOK2	12763003	12872740	19
ENSG00000095066	HOOK2	12763003	12872740	19
ENSG00000095066	HOOK2	12763003	12872740	19
ENSG00000095066	HOOK2	12763003	12872740	19
ENSG00000095066	HOOK2	12763003	12872740	19
ENSG00000095066	HOOK2	12763003	12872740	19
ENSG00000095066	HOOK2	12763003	12872740	19
ENSG00000095066	HOOK2	12763003	12872740	19
ENSG00000095066	HOOK2	12763003	12872740	19
ENSG00000095066	HOOK2	12763003	12872740	19
ENSG00000095066	HOOK2	12763003	12872740	19
ENSG00000095066	HOOK2	12763003	12872740	19
ENSG00000095066	HOOK2	12763003	12872740	19
ENSG00000095066	HOOK2	12763003	12872740	19
ENSG00000095066	HOOK2	12763003	12872740	19
ENSG00000095066	HOOK2	12763003	12872740	19
ENSG00000074181	NOTCH3	15159038	15200995	19
ENSG00000074181	NOTCH3	15159038	15200995	19
ENSG00000074181	NOTCH3	15159038	15200995	19
ENSG00000074181	NOTCH3	15159038	15200995	19
ENSG00000074181	NOTCH3	15159038	15200995	19
ENSG00000074181	NOTCH3	15159038	15200995	19
ENSG00000105131	EPHX3	15226919	15233435	19
ENSG00000105131	EPHX3	15226919	15233435	19
ENSG00000105131	EPHX3	15226919	15233435	19
ENSG00000105131	EPHX3	15226919	15233435	19
ENSG00000160410	SHKBP1	40576853	40591399	19
ENSG00000160410	SHKBP1	40576853	40591399	19
ENSG00000160410	SHKBP1	40576853	40591399	19
ENSG00000160410	SHKBP1	40576853	40591399	19
ENSG00000160410	SHKBP1	40576853	40591399	19
ENSG00000160410	SHKBP1	40576853	40591399	19
ENSG00000160410	SHKBP1	40576853	40591399	19
ENSG00000160410	SHKBP1	40576853	40591399	19
ENSG00000160410	SHKBP1	40576853	40591399	19
ENSG00000160410	SHKBP1	40576853	40591399	19
ENSG00000160410	SHKBP1	40576853	40591399	19
ENSG00000160410	SHKBP1	40576853	40591399	19
ENSG00000160410	SHKBP1	40576853	40591399	19
ENSG00000160410	SHKBP1	40576853	40591399	19
ENSG00000160410	SHKBP1	40576853	40591399	19
ENSG00000160410	SHKBP1	40576853	40591399	19
ENSG00000160410	SHKBP1	40576853	40591399	19
ENSG00000160410	SHKBP1	40576853	40591399	19
ENSG00000160410	SHKBP1	40576853	40591399	19
ENSG00000160410	SHKBP1	40576853	40591399	19
ENSG00000160410	SHKBP1	40576853	40591399	19
ENSG00000160410	SHKBP1	40576853	40591399	19
ENSG00000160410	SHKBP1	40576853	40591399	19
ENSG00000160410	SHKBP1	40576853	40591399	19
ENSG00000160410	SHKBP1	40576853	40591399	19
ENSG00000160410	SHKBP1	40576853	40591399	19
ENSG00000160410	SHKBP1	40576853	40591399	19
ENSG00000160410	SHKBP1	40576853	40591399	19
ENSG00000090006	LTBP4	40592883	40629818	19
ENSG00000090006	LTBP4	40592883	40629818	19
ENSG00000090006	LTBP4	40592883	40629818	19
ENSG00000090006	LTBP4	40592883	40629818	19
ENSG00000090006	LTBP4	40592883	40629818	19
ENSG00000090006	LTBP4	40592883	40629818	19
ENSG00000090006	LTBP4	40592883	40629818	19
ENSG00000090006	LTBP4	40592883	40629818	19
ENSG00000090006	LTBP4	40592883	40629818	19
ENSG00000090006	LTBP4	40592883	40629818	19
ENSG00000090006	LTBP4	40592883	40629818	19
ENSG00000090006	LTBP4	40592883	40629818	19
ENSG00000090006	LTBP4	40592883	40629818	19
ENSG00000090006	LTBP4	40592883	40629818	19
ENSG00000090006	LTBP4	40592883	40629818	19
ENSG00000090006	LTBP4	40592883	40629818	19
ENSG00000090006	LTBP4	40592883	40629818	19
ENSG00000090006	LTBP4	40592883	40629818	19
ENSG00000090006	LTBP4	40592883	40629818	19
ENSG00000090006	LTBP4	40592883	40629818	19
ENSG00000090006	LTBP4	40592883	40629818	19
ENSG00000090006	LTBP4	40592883	40629818	19
ENSG00000090006	LTBP4	40592883	40629818	19
ENSG00000090006	LTBP4	40592883	40629818	19
ENSG00000090006	LTBP4	40592883	40629818	19
ENSG00000090006	LTBP4	40592883	40629818	19
ENSG00000090006	LTBP4	40592883	40629818	19
ENSG00000090006	LTBP4	40592883	40629818	19
ENSG00000090006	LTBP4	40592883	40629818	19
ENSG00000090006	LTBP4	40592883	40629818	19
ENSG00000090006	LTBP4	40592883	40629818	19
ENSG00000090006	LTBP4	40592883	40629818	19
ENSG00000090006	LTBP4	40592883	40629818	19
ENSG00000090006	LTBP4	40592883	40629818	19
ENSG00000090006	LTBP4	40592883	40629818	19
ENSG00000090006	LTBP4	40592883	40629818	19
ENSG00000090006	LTBP4	40592883	40629818	19
ENSG00000090006	LTBP4	40592883	40629818	19
ENSG00000090006	LTBP4	40592883	40629818	19
ENSG00000105245	NUMBL	40665905	40690972	19
ENSG00000105245	NUMBL	40665905	40690972	19
ENSG00000105245	NUMBL	40665905	40690972	19
ENSG00000105245	NUMBL	40665905	40690972	19
ENSG00000105245	NUMBL	40665905	40690972	19
ENSG00000105245	NUMBL	40665905	40690972	19
