intervalNumber	intervalChrom	intervalStart	intervalEnd	GWAS_value
229801	chr6	87790001	87800000	0.0
229802	chr6	87795001	87805000	0.0
229803	chr6	87800001	87810000	0.0
229804	chr6	87805001	87815000	0.0
229805	chr6	87810001	87820000	0.0
229806	chr6	87815001	87825000	0.0
229807	chr6	87820001	87830000	0.0
229808	chr6	87825001	87835000	0.0
229809	chr6	87830001	87840000	0.0
229810	chr6	87835001	87845000	0.0
229811	chr6	87840001	87850000	0.0
229812	chr6	87845001	87855000	0.0
229813	chr6	87850001	87860000	0.0
229814	chr6	87855001	87865000	0.0
229815	chr6	87860001	87870000	0.0
229816	chr6	87865001	87875000	0.0
229817	chr6	87870001	87880000	0.0
229818	chr6	87875001	87885000	0.0
229819	chr6	87880001	87890000	0.0
229820	chr6	87885001	87895000	0.0
229821	chr6	87890001	87900000	0.0
229822	chr6	87895001	87905000	0.0
229823	chr6	87900001	87910000	0.0
229824	chr6	87905001	87915000	0.0
229825	chr6	87910001	87920000	0.0
229826	chr6	87915001	87925000	0.0
229827	chr6	87920001	87930000	0.0
229828	chr6	87925001	87935000	0.0
229829	chr6	87930001	87940000	0.0
229830	chr6	87935001	87945000	0.0
229831	chr6	87940001	87950000	0.0
229832	chr6	87945001	87955000	0.0
229833	chr6	87950001	87960000	0.0
229834	chr6	87955001	87965000	0.0
229835	chr6	87960001	87970000	0.0
229836	chr6	87965001	87975000	0.0
229837	chr6	87970001	87980000	0.0
229838	chr6	87975001	87985000	0.0
229839	chr6	87980001	87990000	0.0
229840	chr6	87985001	87995000	0.0
229841	chr6	87990001	88000000	0.0
229842	chr6	87995001	88005000	0.0
229843	chr6	88000001	88010000	0.0
229844	chr6	88005001	88015000	0.0
229845	chr6	88010001	88020000	0.0
229846	chr6	88015001	88025000	0.0
229847	chr6	88020001	88030000	0.0
229848	chr6	88025001	88035000	0.0
229849	chr6	88030001	88040000	0.0
229850	chr6	88035001	88045000	0.0
229851	chr6	88040001	88050000	0.0
229852	chr6	88045001	88055000	0.0
229853	chr6	88050001	88060000	0.0
229854	chr6	88055001	88065000	0.0
229855	chr6	88060001	88070000	0.0
229856	chr6	88065001	88075000	0.0
229857	chr6	88070001	88080000	0.0
229858	chr6	88075001	88085000	0.0
229859	chr6	88080001	88090000	0.0
229860	chr6	88085001	88095000	0.0
229861	chr6	88090001	88100000	0.0
229862	chr6	88095001	88105000	0.0
229863	chr6	88100001	88110000	0.0
229864	chr6	88105001	88115000	0.0
229865	chr6	88110001	88120000	0.0
229866	chr6	88115001	88125000	0.0
229867	chr6	88120001	88130000	0.0
229868	chr6	88125001	88135000	0.0
229869	chr6	88130001	88140000	0.0
229870	chr6	88135001	88145000	0.0
229871	chr6	88140001	88150000	0.0
229872	chr6	88145001	88155000	0.0
229873	chr6	88150001	88160000	0.0
229874	chr6	88155001	88165000	0.0
229875	chr6	88160001	88170000	0.0
229876	chr6	88165001	88175000	0.0
229877	chr6	88170001	88180000	0.0
229878	chr6	88175001	88185000	0.0
229879	chr6	88180001	88190000	0.0
229880	chr6	88185001	88195000	0.0
229881	chr6	88190001	88200000	0.0
229882	chr6	88195001	88205000	0.0
229883	chr6	88200001	88210000	0.0
229884	chr6	88205001	88215000	0.0
229885	chr6	88210001	88220000	0.0
229886	chr6	88215001	88225000	0.0
229887	chr6	88220001	88230000	0.0
229888	chr6	88225001	88235000	0.0
229889	chr6	88230001	88240000	0.0
229890	chr6	88235001	88245000	0.0
229891	chr6	88240001	88250000	0.0
229892	chr6	88245001	88255000	0.0
229893	chr6	88250001	88260000	0.0
229894	chr6	88255001	88265000	0.0
229895	chr6	88260001	88270000	0.0
229896	chr6	88265001	88275000	0.0
229897	chr6	88270001	88280000	0.0
229898	chr6	88275001	88285000	0.0
229899	chr6	88280001	88290000	0.0
229900	chr6	88285001	88295000	0.0
229901	chr6	88290001	88300000	0.0
229902	chr6	88295001	88305000	0.0
229903	chr6	88300001	88310000	0.0
229904	chr6	88305001	88315000	0.0
229905	chr6	88310001	88320000	0.0
229906	chr6	88315001	88325000	0.0
229907	chr6	88320001	88330000	0.0
229908	chr6	88325001	88335000	0.0
229909	chr6	88330001	88340000	0.0
229910	chr6	88335001	88345000	0.0
229911	chr6	88340001	88350000	0.0
229912	chr6	88345001	88355000	0.0
229913	chr6	88350001	88360000	0.0
229914	chr6	88355001	88365000	0.0
229915	chr6	88360001	88370000	0.0
229916	chr6	88365001	88375000	0.0
229917	chr6	88370001	88380000	0.0
229918	chr6	88375001	88385000	0.0
229919	chr6	88380001	88390000	0.0
229920	chr6	88385001	88395000	0.0
229921	chr6	88390001	88400000	0.0
229922	chr6	88395001	88405000	0.0
229923	chr6	88400001	88410000	0.0
229924	chr6	88405001	88415000	0.0
229925	chr6	88410001	88420000	0.0
229926	chr6	88415001	88425000	0.0
229927	chr6	88420001	88430000	0.0
229928	chr6	88425001	88435000	0.0
229929	chr6	88430001	88440000	0.0
229930	chr6	88435001	88445000	0.0
229931	chr6	88440001	88450000	0.0
229932	chr6	88445001	88455000	0.0
229933	chr6	88450001	88460000	0.0
229934	chr6	88455001	88465000	0.0
229935	chr6	88460001	88470000	0.0
229936	chr6	88465001	88475000	0.0
229937	chr6	88470001	88480000	0.0
229938	chr6	88475001	88485000	0.0
229939	chr6	88480001	88490000	0.0
229940	chr6	88485001	88495000	0.0
229941	chr6	88490001	88500000	0.0
229942	chr6	88495001	88505000	0.0
229943	chr6	88500001	88510000	0.0
229944	chr6	88505001	88515000	0.0
229945	chr6	88510001	88520000	0.0
229946	chr6	88515001	88525000	0.0
229947	chr6	88520001	88530000	0.0
229948	chr6	88525001	88535000	0.0
229949	chr6	88530001	88540000	0.0
229950	chr6	88535001	88545000	0.0
229951	chr6	88540001	88550000	0.0
229952	chr6	88545001	88555000	0.0
229953	chr6	88550001	88560000	0.0
229954	chr6	88555001	88565000	0.0
229955	chr6	88560001	88570000	0.0
229956	chr6	88565001	88575000	0.0
229957	chr6	88570001	88580000	0.0
229958	chr6	88575001	88585000	0.0
229959	chr6	88580001	88590000	0.0
229960	chr6	88585001	88595000	0.0
229961	chr6	88590001	88600000	0.0
229962	chr6	88595001	88605000	0.0
229963	chr6	88600001	88610000	0.0
229964	chr6	88605001	88615000	0.0
229965	chr6	88610001	88620000	0.0
229966	chr6	88615001	88625000	0.0
229967	chr6	88620001	88630000	0.0
229968	chr6	88625001	88635000	0.0
229969	chr6	88630001	88640000	0.0
229970	chr6	88635001	88645000	0.0
229971	chr6	88640001	88650000	0.0
229972	chr6	88645001	88655000	0.0
229973	chr6	88650001	88660000	0.0
229974	chr6	88655001	88665000	0.0
229975	chr6	88660001	88670000	0.0
229976	chr6	88665001	88675000	0.0
229977	chr6	88670001	88680000	0.0
229978	chr6	88675001	88685000	0.0
229979	chr6	88680001	88690000	0.0
229980	chr6	88685001	88695000	0.0
229981	chr6	88690001	88700000	0.0
229982	chr6	88695001	88705000	0.0
229983	chr6	88700001	88710000	0.0
229984	chr6	88705001	88715000	0.0
229985	chr6	88710001	88720000	0.0
229986	chr6	88715001	88725000	0.0
229987	chr6	88720001	88730000	0.0
229988	chr6	88725001	88735000	0.0
229989	chr6	88730001	88740000	0.0
229990	chr6	88735001	88745000	0.0
229991	chr6	88740001	88750000	0.0
229992	chr6	88745001	88755000	0.0
229993	chr6	88750001	88760000	0.0
229994	chr6	88755001	88765000	0.0
229995	chr6	88760001	88770000	0.0
229996	chr6	88765001	88775000	0.0
229997	chr6	88770001	88780000	0.0
229998	chr6	88775001	88785000	0.0
229999	chr6	88780001	88790000	0.0
230000	chr6	88785001	88795000	0.0
230001	chr6	88790001	88800000	0.0
230002	chr6	88795001	88805000	0.0
230003	chr6	88800001	88810000	0.0
230004	chr6	88805001	88815000	0.0
230005	chr6	88810001	88820000	0.0
230006	chr6	88815001	88825000	0.0
230007	chr6	88820001	88830000	0.0
230008	chr6	88825001	88835000	0.0
230009	chr6	88830001	88840000	0.0
230010	chr6	88835001	88845000	0.0
230011	chr6	88840001	88850000	0.0
230012	chr6	88845001	88855000	0.0
230013	chr6	88850001	88860000	0.0
230014	chr6	88855001	88865000	0.0
230015	chr6	88860001	88870000	0.0
230016	chr6	88865001	88875000	0.0
230017	chr6	88870001	88880000	0.0
230018	chr6	88875001	88885000	0.0
230019	chr6	88880001	88890000	0.0
230020	chr6	88885001	88895000	0.0
230021	chr6	88890001	88900000	0.0
230022	chr6	88895001	88905000	0.0
230023	chr6	88900001	88910000	0.0
230024	chr6	88905001	88915000	0.0
230025	chr6	88910001	88920000	0.0
230026	chr6	88915001	88925000	0.0
230027	chr6	88920001	88930000	0.0
230028	chr6	88925001	88935000	0.0
230029	chr6	88930001	88940000	0.0
230030	chr6	88935001	88945000	0.0
230031	chr6	88940001	88950000	0.0
230032	chr6	88945001	88955000	0.0
230033	chr6	88950001	88960000	0.0
230034	chr6	88955001	88965000	0.0
230035	chr6	88960001	88970000	0.0
230036	chr6	88965001	88975000	0.0
230037	chr6	88970001	88980000	0.0
230038	chr6	88975001	88985000	0.0
230039	chr6	88980001	88990000	0.0
230040	chr6	88985001	88995000	0.0
230041	chr6	88990001	89000000	0.0
230042	chr6	88995001	89005000	0.0
230043	chr6	89000001	89010000	0.0
230044	chr6	89005001	89015000	0.0
230045	chr6	89010001	89020000	0.0
230046	chr6	89015001	89025000	0.0
230047	chr6	89020001	89030000	0.0
230048	chr6	89025001	89035000	0.0
230049	chr6	89030001	89040000	0.0
230050	chr6	89035001	89045000	0.0
230051	chr6	89040001	89050000	0.0
230052	chr6	89045001	89055000	0.0
230053	chr6	89050001	89060000	0.0
230054	chr6	89055001	89065000	0.0
230055	chr6	89060001	89070000	0.0
230056	chr6	89065001	89075000	0.0
230057	chr6	89070001	89080000	0.0
230058	chr6	89075001	89085000	0.0
230059	chr6	89080001	89090000	0.0
230060	chr6	89085001	89095000	0.0
230061	chr6	89090001	89100000	0.0
230062	chr6	89095001	89105000	0.0
230063	chr6	89100001	89110000	0.0
230064	chr6	89105001	89115000	0.0
230065	chr6	89110001	89120000	0.0
230066	chr6	89115001	89125000	0.0
230067	chr6	89120001	89130000	0.0
230068	chr6	89125001	89135000	0.0
230069	chr6	89130001	89140000	0.0
230070	chr6	89135001	89145000	0.0
230071	chr6	89140001	89150000	0.0
230072	chr6	89145001	89155000	0.0
230073	chr6	89150001	89160000	0.0
230074	chr6	89155001	89165000	0.0
230075	chr6	89160001	89170000	0.0
230076	chr6	89165001	89175000	0.0
230077	chr6	89170001	89180000	0.0
230078	chr6	89175001	89185000	0.0
230079	chr6	89180001	89190000	0.0
230080	chr6	89185001	89195000	0.0
230081	chr6	89190001	89200000	0.0
230082	chr6	89195001	89205000	0.0
230083	chr6	89200001	89210000	0.0
230084	chr6	89205001	89215000	0.0
230085	chr6	89210001	89220000	0.0
230086	chr6	89215001	89225000	0.0
230087	chr6	89220001	89230000	0.0
230088	chr6	89225001	89235000	0.0
230089	chr6	89230001	89240000	0.0
230090	chr6	89235001	89245000	0.0
230091	chr6	89240001	89250000	0.0
230092	chr6	89245001	89255000	0.0
230093	chr6	89250001	89260000	0.0
230094	chr6	89255001	89265000	0.0
230095	chr6	89260001	89270000	0.0
230096	chr6	89265001	89275000	0.0
230097	chr6	89270001	89280000	0.0
230098	chr6	89275001	89285000	0.0
230099	chr6	89280001	89290000	0.0
230100	chr6	89285001	89295000	0.0
230101	chr6	89290001	89300000	0.0
230102	chr6	89295001	89305000	0.0
230103	chr6	89300001	89310000	0.0
230104	chr6	89305001	89315000	0.0
230105	chr6	89310001	89320000	0.0
230106	chr6	89315001	89325000	0.0
230107	chr6	89320001	89330000	0.0
230108	chr6	89325001	89335000	0.0
230109	chr6	89330001	89340000	0.0
230110	chr6	89335001	89345000	0.0
230111	chr6	89340001	89350000	0.0
230112	chr6	89345001	89355000	0.0
230113	chr6	89350001	89360000	0.0
230114	chr6	89355001	89365000	0.0
230115	chr6	89360001	89370000	0.0
230116	chr6	89365001	89375000	0.0
230117	chr6	89370001	89380000	0.0
230118	chr6	89375001	89385000	0.0
230119	chr6	89380001	89390000	0.0
230120	chr6	89385001	89395000	0.0
230121	chr6	89390001	89400000	0.0
230122	chr6	89395001	89405000	0.0
230123	chr6	89400001	89410000	0.0
230124	chr6	89405001	89415000	0.0
230125	chr6	89410001	89420000	0.0
230126	chr6	89415001	89425000	0.0
230127	chr6	89420001	89430000	0.0
230128	chr6	89425001	89435000	0.0
230129	chr6	89430001	89440000	0.0
230130	chr6	89435001	89445000	0.0
230131	chr6	89440001	89450000	0.0
230132	chr6	89445001	89455000	0.0
230133	chr6	89450001	89460000	0.0
230134	chr6	89455001	89465000	0.0
230135	chr6	89460001	89470000	0.0
230136	chr6	89465001	89475000	0.0
230137	chr6	89470001	89480000	0.0
230138	chr6	89475001	89485000	0.0
230139	chr6	89480001	89490000	0.0
230140	chr6	89485001	89495000	0.0
230141	chr6	89490001	89500000	0.0
230142	chr6	89495001	89505000	0.0
230143	chr6	89500001	89510000	0.0
230144	chr6	89505001	89515000	0.0
230145	chr6	89510001	89520000	0.0
230146	chr6	89515001	89525000	0.0
230147	chr6	89520001	89530000	0.0
230148	chr6	89525001	89535000	0.0
230149	chr6	89530001	89540000	0.0
230150	chr6	89535001	89545000	0.0
230151	chr6	89540001	89550000	0.0
230152	chr6	89545001	89555000	0.0
230153	chr6	89550001	89560000	0.0
230154	chr6	89555001	89565000	0.0
230155	chr6	89560001	89570000	0.0
230156	chr6	89565001	89575000	0.0
230157	chr6	89570001	89580000	0.0
230158	chr6	89575001	89585000	0.0
230159	chr6	89580001	89590000	0.0
230160	chr6	89585001	89595000	0.0
230161	chr6	89590001	89600000	0.0
230162	chr6	89595001	89605000	0.0
230163	chr6	89600001	89610000	0.0
230164	chr6	89605001	89615000	0.0
230165	chr6	89610001	89620000	0.0
230166	chr6	89615001	89625000	0.0
230167	chr6	89620001	89630000	0.0
230168	chr6	89625001	89635000	0.0
230169	chr6	89630001	89640000	0.0
230170	chr6	89635001	89645000	0.0
230171	chr6	89640001	89650000	0.0
230172	chr6	89645001	89655000	0.0
230173	chr6	89650001	89660000	0.0
230174	chr6	89655001	89665000	0.0
230175	chr6	89660001	89670000	0.0
230176	chr6	89665001	89675000	0.0
230177	chr6	89670001	89680000	0.0
230178	chr6	89675001	89685000	0.0
230179	chr6	89680001	89690000	0.0
230180	chr6	89685001	89695000	0.0
230181	chr6	89690001	89700000	0.0
230182	chr6	89695001	89705000	0.0
230183	chr6	89700001	89710000	0.0
230184	chr6	89705001	89715000	0.0
230185	chr6	89710001	89720000	0.0
230186	chr6	89715001	89725000	0.0
230187	chr6	89720001	89730000	0.0
230188	chr6	89725001	89735000	0.0
230189	chr6	89730001	89740000	0.0
230190	chr6	89735001	89745000	0.0
230191	chr6	89740001	89750000	0.0
230192	chr6	89745001	89755000	0.0
230193	chr6	89750001	89760000	0.0
230194	chr6	89755001	89765000	0.0
230195	chr6	89760001	89770000	0.0
230196	chr6	89765001	89775000	0.0
230197	chr6	89770001	89780000	0.0
230198	chr6	89775001	89785000	0.0
230199	chr6	89780001	89790000	0.0
230200	chr6	89785001	89795000	0.0
230201	chr6	89790001	89800000	0.0
230202	chr6	89795001	89805000	0.0
230203	chr6	89800001	89810000	0.0
230204	chr6	89805001	89815000	0.0
230205	chr6	89810001	89820000	0.0
230206	chr6	89815001	89825000	0.0
230207	chr6	89820001	89830000	0.0
230208	chr6	89825001	89835000	0.0
230209	chr6	89830001	89840000	0.0
230210	chr6	89835001	89845000	0.0
230211	chr6	89840001	89850000	0.0
230212	chr6	89845001	89855000	0.0
230213	chr6	89850001	89860000	0.0
230214	chr6	89855001	89865000	0.0
230215	chr6	89860001	89870000	0.0
230216	chr6	89865001	89875000	0.0
230217	chr6	89870001	89880000	0.0
230218	chr6	89875001	89885000	0.0
230219	chr6	89880001	89890000	0.0
230220	chr6	89885001	89895000	0.0
230221	chr6	89890001	89900000	0.0
230222	chr6	89895001	89905000	0.0
230223	chr6	89900001	89910000	0.0
230224	chr6	89905001	89915000	0.0
230225	chr6	89910001	89920000	0.0
230226	chr6	89915001	89925000	0.0
230227	chr6	89920001	89930000	0.0
230228	chr6	89925001	89935000	0.0
230229	chr6	89930001	89940000	0.0
230230	chr6	89935001	89945000	0.0
230231	chr6	89940001	89950000	0.0
230232	chr6	89945001	89955000	0.0
230233	chr6	89950001	89960000	0.0
230234	chr6	89955001	89965000	0.0
230235	chr6	89960001	89970000	0.0
230236	chr6	89965001	89975000	0.0
230237	chr6	89970001	89980000	0.0
230238	chr6	89975001	89985000	0.0
230239	chr6	89980001	89990000	0.0
230240	chr6	89985001	89995000	0.0
230241	chr6	89990001	90000000	0.0
230242	chr6	89995001	90005000	0.0
230243	chr6	90000001	90010000	0.0
230244	chr6	90005001	90015000	0.0
230245	chr6	90010001	90020000	0.0
230246	chr6	90015001	90025000	0.0
230247	chr6	90020001	90030000	0.0
230248	chr6	90025001	90035000	0.0
230249	chr6	90030001	90040000	0.0
230250	chr6	90035001	90045000	0.0
230251	chr6	90040001	90050000	0.0
230252	chr6	90045001	90055000	0.0
230253	chr6	90050001	90060000	0.0
230254	chr6	90055001	90065000	0.0
230255	chr6	90060001	90070000	0.0
230256	chr6	90065001	90075000	0.0
230257	chr6	90070001	90080000	0.0
230258	chr6	90075001	90085000	0.0
230259	chr6	90080001	90090000	0.0
230260	chr6	90085001	90095000	0.0
230261	chr6	90090001	90100000	0.0
230262	chr6	90095001	90105000	0.0
230263	chr6	90100001	90110000	0.0
230264	chr6	90105001	90115000	0.0
230265	chr6	90110001	90120000	0.0
230266	chr6	90115001	90125000	0.0
230267	chr6	90120001	90130000	0.0
230268	chr6	90125001	90135000	0.0
230269	chr6	90130001	90140000	0.0
230270	chr6	90135001	90145000	0.0
230271	chr6	90140001	90150000	0.0
230272	chr6	90145001	90155000	0.0
230273	chr6	90150001	90160000	0.0
230274	chr6	90155001	90165000	0.0
230275	chr6	90160001	90170000	0.0
230276	chr6	90165001	90175000	0.0
230277	chr6	90170001	90180000	0.0
230278	chr6	90175001	90185000	0.0
230279	chr6	90180001	90190000	0.0
230280	chr6	90185001	90195000	0.0
230281	chr6	90190001	90200000	0.0
230282	chr6	90195001	90205000	0.0
230283	chr6	90200001	90210000	0.0
230284	chr6	90205001	90215000	0.0
230285	chr6	90210001	90220000	0.0
230286	chr6	90215001	90225000	0.0
230287	chr6	90220001	90230000	0.0
230288	chr6	90225001	90235000	0.0
230289	chr6	90230001	90240000	0.0
230290	chr6	90235001	90245000	0.0
230291	chr6	90240001	90250000	0.0
230292	chr6	90245001	90255000	0.0
230293	chr6	90250001	90260000	0.0
230294	chr6	90255001	90265000	0.0
230295	chr6	90260001	90270000	0.0
230296	chr6	90265001	90275000	0.0
230297	chr6	90270001	90280000	0.0
230298	chr6	90275001	90285000	0.0
230299	chr6	90280001	90290000	0.0
230300	chr6	90285001	90295000	0.0
230301	chr6	90290001	90300000	0.0
230302	chr6	90295001	90305000	0.0
230303	chr6	90300001	90310000	0.0
230304	chr6	90305001	90315000	0.0
230305	chr6	90310001	90320000	0.0
230306	chr6	90315001	90325000	0.0
230307	chr6	90320001	90330000	0.0
230308	chr6	90325001	90335000	0.0
230309	chr6	90330001	90340000	0.0
230310	chr6	90335001	90345000	0.0
230311	chr6	90340001	90350000	0.0
230312	chr6	90345001	90355000	0.0
230313	chr6	90350001	90360000	0.0
230314	chr6	90355001	90365000	0.0
230315	chr6	90360001	90370000	0.0
230316	chr6	90365001	90375000	0.0
230317	chr6	90370001	90380000	0.0
230318	chr6	90375001	90385000	0.0
230319	chr6	90380001	90390000	0.0
230320	chr6	90385001	90395000	0.0
230321	chr6	90390001	90400000	0.0
230322	chr6	90395001	90405000	0.0
230323	chr6	90400001	90410000	0.0
230324	chr6	90405001	90415000	0.0
230325	chr6	90410001	90420000	0.0
230326	chr6	90415001	90425000	0.0
230327	chr6	90420001	90430000	0.0
230328	chr6	90425001	90435000	0.0
230329	chr6	90430001	90440000	0.0
230330	chr6	90435001	90445000	0.0
230331	chr6	90440001	90450000	0.0
230332	chr6	90445001	90455000	0.0
230333	chr6	90450001	90460000	0.0
230334	chr6	90455001	90465000	0.0
230335	chr6	90460001	90470000	0.0
230336	chr6	90465001	90475000	0.0
230337	chr6	90470001	90480000	0.0
230338	chr6	90475001	90485000	0.0
230339	chr6	90480001	90490000	0.0
230340	chr6	90485001	90495000	0.0
230341	chr6	90490001	90500000	0.0
230342	chr6	90495001	90505000	0.0
230343	chr6	90500001	90510000	0.0
230344	chr6	90505001	90515000	0.0
230345	chr6	90510001	90520000	0.0
230346	chr6	90515001	90525000	0.0
230347	chr6	90520001	90530000	0.0
230348	chr6	90525001	90535000	0.0
230349	chr6	90530001	90540000	0.0
230350	chr6	90535001	90545000	0.0
230351	chr6	90540001	90550000	0.0
230352	chr6	90545001	90555000	0.0
230353	chr6	90550001	90560000	0.0
230354	chr6	90555001	90565000	0.0
230355	chr6	90560001	90570000	0.0
230356	chr6	90565001	90575000	0.0
230357	chr6	90570001	90580000	0.0
230358	chr6	90575001	90585000	0.0
230359	chr6	90580001	90590000	0.0
230360	chr6	90585001	90595000	0.0
230361	chr6	90590001	90600000	0.0
230362	chr6	90595001	90605000	0.0
230363	chr6	90600001	90610000	0.0
230364	chr6	90605001	90615000	0.0
230365	chr6	90610001	90620000	0.0
230366	chr6	90615001	90625000	0.0
230367	chr6	90620001	90630000	0.0
230368	chr6	90625001	90635000	0.0
230369	chr6	90630001	90640000	0.0
230370	chr6	90635001	90645000	0.0
230371	chr6	90640001	90650000	0.0
230372	chr6	90645001	90655000	0.0
230373	chr6	90650001	90660000	0.0
230374	chr6	90655001	90665000	0.0
230375	chr6	90660001	90670000	0.0
230376	chr6	90665001	90675000	0.0
230377	chr6	90670001	90680000	0.0
230378	chr6	90675001	90685000	0.0
230379	chr6	90680001	90690000	0.0
230380	chr6	90685001	90695000	0.0
230381	chr6	90690001	90700000	0.0
230382	chr6	90695001	90705000	0.0
230383	chr6	90700001	90710000	0.0
230384	chr6	90705001	90715000	0.0
230385	chr6	90710001	90720000	0.0
230386	chr6	90715001	90725000	0.0
230387	chr6	90720001	90730000	0.0
230388	chr6	90725001	90735000	0.0
230389	chr6	90730001	90740000	0.0
230390	chr6	90735001	90745000	0.0
230391	chr6	90740001	90750000	0.0
230392	chr6	90745001	90755000	0.0
230393	chr6	90750001	90760000	0.0
230394	chr6	90755001	90765000	0.0
230395	chr6	90760001	90770000	0.0
230396	chr6	90765001	90775000	0.0
230397	chr6	90770001	90780000	0.0
230398	chr6	90775001	90785000	0.0
230399	chr6	90780001	90790000	0.0
230400	chr6	90785001	90795000	0.0
230401	chr6	90790001	90800000	0.0
230402	chr6	90795001	90805000	0.0
230403	chr6	90800001	90810000	0.0
230404	chr6	90805001	90815000	0.0
230405	chr6	90810001	90820000	0.0
230406	chr6	90815001	90825000	0.0
230407	chr6	90820001	90830000	0.0
230408	chr6	90825001	90835000	0.0
230409	chr6	90830001	90840000	0.0
230410	chr6	90835001	90845000	0.0
230411	chr6	90840001	90850000	0.0
230412	chr6	90845001	90855000	0.0
230413	chr6	90850001	90860000	0.0
230414	chr6	90855001	90865000	0.0
230415	chr6	90860001	90870000	0.0
230416	chr6	90865001	90875000	0.0
230417	chr6	90870001	90880000	0.0
230418	chr6	90875001	90885000	0.0
230419	chr6	90880001	90890000	0.0
230420	chr6	90885001	90895000	0.0
230421	chr6	90890001	90900000	0.0
230422	chr6	90895001	90905000	0.0
230423	chr6	90900001	90910000	0.0
230424	chr6	90905001	90915000	0.0
230425	chr6	90910001	90920000	0.0
230426	chr6	90915001	90925000	0.0
230427	chr6	90920001	90930000	0.0
230428	chr6	90925001	90935000	0.0
230429	chr6	90930001	90940000	0.0
230430	chr6	90935001	90945000	0.0
230431	chr6	90940001	90950000	0.0
230432	chr6	90945001	90955000	0.0
230433	chr6	90950001	90960000	0.0
230434	chr6	90955001	90965000	0.0
230435	chr6	90960001	90970000	0.0
230436	chr6	90965001	90975000	0.0
230437	chr6	90970001	90980000	0.0
230438	chr6	90975001	90985000	0.0
230439	chr6	90980001	90990000	0.0
230440	chr6	90985001	90995000	0.0
230441	chr6	90990001	91000000	0.0
230442	chr6	90995001	91005000	0.0
230443	chr6	91000001	91010000	0.0
230444	chr6	91005001	91015000	0.0
230445	chr6	91010001	91020000	0.0
230446	chr6	91015001	91025000	0.0
230447	chr6	91020001	91030000	0.0
230448	chr6	91025001	91035000	0.0
230449	chr6	91030001	91040000	0.0
230450	chr6	91035001	91045000	0.0
230451	chr6	91040001	91050000	0.0
230452	chr6	91045001	91055000	0.0
230453	chr6	91050001	91060000	0.0
230454	chr6	91055001	91065000	0.0
230455	chr6	91060001	91070000	0.0
230456	chr6	91065001	91075000	0.0
230457	chr6	91070001	91080000	0.0
230458	chr6	91075001	91085000	0.0
230459	chr6	91080001	91090000	0.0
230460	chr6	91085001	91095000	0.0
230461	chr6	91090001	91100000	0.0
230462	chr6	91095001	91105000	0.0
230463	chr6	91100001	91110000	0.0
230464	chr6	91105001	91115000	0.0
230465	chr6	91110001	91120000	0.0
230466	chr6	91115001	91125000	0.0
230467	chr6	91120001	91130000	0.0
230468	chr6	91125001	91135000	0.0
230469	chr6	91130001	91140000	0.0
230470	chr6	91135001	91145000	0.0
230471	chr6	91140001	91150000	0.0
230472	chr6	91145001	91155000	0.0
230473	chr6	91150001	91160000	0.0
230474	chr6	91155001	91165000	0.0
230475	chr6	91160001	91170000	0.0
230476	chr6	91165001	91175000	0.0
230477	chr6	91170001	91180000	0.0
230478	chr6	91175001	91185000	0.0
230479	chr6	91180001	91190000	0.0
230480	chr6	91185001	91195000	0.0
230481	chr6	91190001	91200000	0.0
230482	chr6	91195001	91205000	0.0
230483	chr6	91200001	91210000	0.0
230484	chr6	91205001	91215000	0.0
230485	chr6	91210001	91220000	0.0
230486	chr6	91215001	91225000	0.0
230487	chr6	91220001	91230000	0.0
230488	chr6	91225001	91235000	0.0
230489	chr6	91230001	91240000	0.0
230490	chr6	91235001	91245000	0.0
230491	chr6	91240001	91250000	0.0
230492	chr6	91245001	91255000	0.0
230493	chr6	91250001	91260000	0.0
230494	chr6	91255001	91265000	0.0
230495	chr6	91260001	91270000	0.0
230496	chr6	91265001	91275000	0.0
230497	chr6	91270001	91280000	0.0
230498	chr6	91275001	91285000	0.0
230499	chr6	91280001	91290000	0.0
230500	chr6	91285001	91295000	0.0
230501	chr6	91290001	91300000	0.0
230502	chr6	91295001	91305000	0.0
230503	chr6	91300001	91310000	0.0
230504	chr6	91305001	91315000	0.0
230505	chr6	91310001	91320000	0.0
230506	chr6	91315001	91325000	0.0
230507	chr6	91320001	91330000	0.0
230508	chr6	91325001	91335000	0.0
230509	chr6	91330001	91340000	0.0
230510	chr6	91335001	91345000	0.0
230511	chr6	91340001	91350000	0.0
230512	chr6	91345001	91355000	0.0
230513	chr6	91350001	91360000	0.0
230514	chr6	91355001	91365000	0.0
230515	chr6	91360001	91370000	0.0
230516	chr6	91365001	91375000	0.0
230517	chr6	91370001	91380000	0.0
230518	chr6	91375001	91385000	0.0
230519	chr6	91380001	91390000	0.0
230520	chr6	91385001	91395000	0.0
230521	chr6	91390001	91400000	0.0
230522	chr6	91395001	91405000	0.0
230523	chr6	91400001	91410000	0.0
230524	chr6	91405001	91415000	0.0
230525	chr6	91410001	91420000	0.0
230526	chr6	91415001	91425000	0.0
230527	chr6	91420001	91430000	0.0
230528	chr6	91425001	91435000	0.0
230529	chr6	91430001	91440000	0.0
230530	chr6	91435001	91445000	0.0
230531	chr6	91440001	91450000	0.0
230532	chr6	91445001	91455000	0.0
230533	chr6	91450001	91460000	0.0
230534	chr6	91455001	91465000	0.0
230535	chr6	91460001	91470000	0.0
